Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
TRANSFER,5,4,-5.49,391.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Juan,39,Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,7,Fan Shop,18.22408485,-66.04698181,LATAM,San Salvador,El Salvador,39,8,0.02,399.98,-0.01,1,399.98,391.98,-5.49,Central America,San Salvador,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,0,0,36,359.98,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,Juan,39,Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,7,Fan Shop,18.22408485,-66.04698181,Pacific Asia,Mosul,Irak,39,40,0.1,399.98,0.1,1,399.98,359.98,36,West Asia,Nínive,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Same Day
TRANSFER,2,4,5.34,47.25,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Juan,39,Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,5,Golf,18.22408485,-66.04698181,Europe,Toulouse,Francia,39,2.75,0.06,50,0.11,1,50,47.25,5.34,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
TRANSFER,2,4,1.01,33.59,Advance shipping,0,26,Girls' Apparel,Caguas,Puerto Rico,Juan,39,Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,5,Golf,18.22408485,-66.04698181,Europe,Toulouse,Francia,39,6.4,0.16,39.99,0.03,1,39.99,33.59,1.01,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PROCESSING,TYR Boys' Team Digi Jammer,39.99,Standard Class
TRANSFER,6,4,-9.99,54.59,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Juan,39,Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,4,Apparel,18.22408485,-66.04698181,Pacific Asia,Srinagar,India,39,5.4,0.09,59.99,-0.18,1,59.99,54.59,-9.99,South Asia,Uttarakhand,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,6,4,47.77,97.49,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Juan,39,Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,4,Apparel,18.22408485,-66.04698181,Pacific Asia,Srinagar,India,39,32.5,0.25,129.99,0.49,1,129.99,97.49,47.77,South Asia,Uttarakhand,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,6,4,-247.48,299.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Juan,39,Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,7,Fan Shop,18.22408485,-66.04698181,Pacific Asia,Srinagar,India,39,0,0,299.98,-0.83,1,299.98,299.98,-247.48,South Asia,Uttarakhand,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,6,4,57.59,119.97,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Juan,39,Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,5,Golf,18.22408485,-66.04698181,Pacific Asia,Srinagar,India,39,0,0,39.99,0.48,3,119.97,119.97,57.59,South Asia,Uttarakhand,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
TRANSFER,2,4,-172.77,215.96,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Juan,39,Mckinney,Consumer,PR,7274 Blue Wagon  Villas,725,4,Apparel,18.22408485,-66.04698181,Europe,Toulouse,Francia,39,24,0.1,59.99,-0.8,4,239.96,215.96,-172.77,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,5,4,174.36,464.95,Late delivery,1,16,As Seen on  TV!,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,3,Footwear,33.56687927,-117.7633209,Europe,Wolverhampton,Reino Unido,40,35,0.07,99.99,0.38,5,499.95,464.95,174.36,Northern Europe,Inglaterra,COMPLETE,Nike Men's Free TR 5.0 TB Training Shoe,99.99,Standard Class
CASH,2,1,-6.17,123.49,Late delivery,1,18,Men's Footwear,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,4,Apparel,33.56687927,-117.7633209,Pacific Asia,Panihati,India,40,6.5,0.05,129.99,-0.05,1,129.99,123.49,-6.17,South Asia,Bengala Occidental,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
CASH,2,1,28.8,383.98,Late delivery,1,45,Fishing,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,7,Fan Shop,33.56687927,-117.7633209,Pacific Asia,Panihati,India,40,16,0.04,399.98,0.08,1,399.98,383.98,28.8,South Asia,Bengala Occidental,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class
CASH,2,1,12.64,53.1,Late delivery,1,13,Electronics,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,3,Footwear,33.56687927,-117.7633209,Pacific Asia,Panihati,India,40,10.88,0.17,31.99,0.24,2,63.98,53.1,12.64,South Asia,Bengala Occidental,CLOSED,Under Armour Women's Ignite Slide,31.99,First Class
DEBIT,5,4,46.89,414.96,Late delivery,1,9,Cardio Equipment,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,3,Footwear,33.56687927,-117.7633209,Pacific Asia,Ulhasnagar,India,40,84.99,0.17,99.99,0.11,5,499.95,414.96,46.89,South Asia,Maharashtra,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
DEBIT,5,4,155.78,409.96,Late delivery,1,9,Cardio Equipment,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,3,Footwear,33.56687927,-117.7633209,Pacific Asia,Ulhasnagar,India,40,89.99,0.18,99.99,0.38,5,499.95,409.96,155.78,South Asia,Maharashtra,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
PAYMENT,2,4,9.75,97.49,Advance shipping,0,18,Men's Footwear,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,4,Apparel,33.56687927,-117.7633209,Europe,Salavat,Rusia,40,32.5,0.25,129.99,0.1,1,129.99,97.49,9.75,Eastern Europe,Bashkortostán,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
CASH,2,1,4.84,241.8,Late delivery,1,33,Golf Shoes,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,6,Outdoors,33.56687927,-117.7633209,Pacific Asia,Panihati,India,40,18.2,0.07,65,0.02,4,260,241.8,4.84,South Asia,Bengala Occidental,CLOSED,LIJA Women's Eyelet Sleeveless Golf Polo,65,First Class
PAYMENT,2,4,81.17,245.98,Advance shipping,0,43,Camping & Hiking,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,7,Fan Shop,33.56687927,-117.7633209,Europe,Salavat,Rusia,40,54,0.18,299.98,0.33,1,299.98,245.98,81.17,Eastern Europe,Bashkortostán,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
PAYMENT,6,4,32.8,113.09,Late delivery,1,18,Men's Footwear,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,4,Apparel,33.56687927,-117.7633209,LATAM,Pinar del Río,Cuba,40,16.9,0.13,129.99,0.29,1,129.99,113.09,32.8,Caribbean,Pinar del Río,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,6,4,15.66,34.79,Late delivery,1,29,Shop By Sport,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,5,Golf,33.56687927,-117.7633209,LATAM,Pinar del Río,Cuba,40,5.2,0.13,39.99,0.45,1,39.99,34.79,15.66,Caribbean,Pinar del Río,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
CASH,2,1,-307.98,175.99,Late delivery,1,48,Water Sports,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,7,Fan Shop,33.56687927,-117.7633209,Pacific Asia,Panihati,India,40,24,0.12,199.99,-1.75,1,199.99,175.99,-307.98,South Asia,Bengala Occidental,CLOSED,Pelican Sunstream 100 Kayak,199.99,First Class
TRANSFER,5,2,17.11,91,Late delivery,1,24,Women's Apparel,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,5,Golf,33.56687927,-117.7633209,LATAM,Hermosillo,México,40,9,0.09,50,0.19,2,100,91,17.11,Central America,Sonora,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
TRANSFER,3,2,28.16,351.96,Late delivery,1,9,Cardio Equipment,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,3,Footwear,33.56687927,-117.7633209,USCA,Providence,Estados Unidos,40,48,0.12,99.99,0.08,4,399.96,351.96,28.16,East of USA,Rhode Island,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
TRANSFER,5,2,174.59,387.98,Late delivery,1,45,Fishing,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,7,Fan Shop,33.56687927,-117.7633209,LATAM,Hermosillo,México,40,12,0.03,399.98,0.45,1,399.98,387.98,174.59,Central America,Sonora,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
TRANSFER,5,2,-199.67,383.98,Late delivery,1,45,Fishing,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,7,Fan Shop,33.56687927,-117.7633209,LATAM,Hermosillo,México,40,16,0.04,399.98,-0.52,1,399.98,383.98,-199.67,Central America,Sonora,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
PAYMENT,6,4,116.19,331.98,Late delivery,1,45,Fishing,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,7,Fan Shop,33.56687927,-117.7633209,LATAM,Pinar del Río,Cuba,40,68,0.17,399.98,0.35,1,399.98,331.98,116.19,Caribbean,Pinar del Río,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,3,2,122.99,327.98,Late delivery,1,45,Fishing,Long Beach,EE. UU.,Mary,40,Smith,Consumer,CA,7358 Rocky Villas,90805,7,Fan Shop,33.56687927,-117.7633209,USCA,Providence,Estados Unidos,40,72,0.18,399.98,0.38,1,399.98,327.98,122.99,East of USA,Rhode Island,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
PAYMENT,2,2,69.6,239.98,Shipping on time,0,43,Camping & Hiking,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,7,Fan Shop,40.67569351,-73.87450409,LATAM,Ixtapaluca,México,41,60,0.2,299.98,0.29,1,299.98,239.98,69.6,Central America,México,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
PAYMENT,2,2,242.48,484.95,Shipping on time,0,9,Cardio Equipment,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,3,Footwear,40.67569351,-73.87450409,LATAM,Ixtapaluca,México,41,15,0.03,99.99,0.5,5,499.95,484.95,242.48,Central America,México,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
PAYMENT,4,4,53.94,185.99,Shipping on time,0,48,Water Sports,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,7,Fan Shop,40.67569351,-73.87450409,Pacific Asia,Zanyán,Irán,41,14,0.07,199.99,0.29,1,199.99,185.99,53.94,South Asia,Zanyán,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,4,4,23.61,49.19,Shipping on time,0,17,Cleats,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,4,Apparel,40.67569351,-73.87450409,Pacific Asia,Zanyán,Irán,41,10.8,0.18,59.99,0.48,1,59.99,49.19,23.61,South Asia,Zanyán,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,4,4,5.41,18.03,Shipping on time,0,41,Trade-In,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,6,Outdoors,40.67569351,-73.87450409,Pacific Asia,Zanyán,Irán,41,3.96,0.18,21.99,0.3,1,21.99,18.03,5.41,South Asia,Zanyán,PENDING_PAYMENT,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.99,Standard Class
PAYMENT,2,2,20.39,42.48,Shipping on time,0,46,Indoor/Outdoor Games,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,7,Fan Shop,40.67569351,-73.87450409,LATAM,Ixtapaluca,México,41,7.5,0.15,49.98,0.48,1,49.98,42.48,20.39,Central America,México,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Second Class
PAYMENT,4,4,53.86,284.95,Shipping on time,0,17,Cleats,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,4,Apparel,40.67569351,-73.87450409,Pacific Asia,Zanyán,Irán,41,15,0.05,59.99,0.19,5,299.95,284.95,53.86,South Asia,Zanyán,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,4,4,20.49,49.98,Shipping on time,0,46,Indoor/Outdoor Games,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,7,Fan Shop,40.67569351,-73.87450409,Pacific Asia,Zanyán,Irán,41,0,0,49.98,0.41,1,49.98,49.98,20.49,South Asia,Zanyán,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,1,0,174.79,379.98,Late delivery,1,45,Fishing,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,7,Fan Shop,40.67569351,-73.87450409,Europe,Florence,Italia,41,20,0.05,399.98,0.46,1,399.98,379.98,174.79,Southern Europe,Toscana,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Same Day
CASH,2,2,59.43,204.92,Shipping on time,0,46,Indoor/Outdoor Games,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,7,Fan Shop,40.67569351,-73.87450409,Pacific Asia,Mandurah,Australia,41,44.98,0.18,49.98,0.29,5,249.9,204.92,59.43,Oceania,Australia Occidental,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Second Class
PAYMENT,2,2,95,379.98,Shipping on time,0,45,Fishing,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,7,Fan Shop,40.67569351,-73.87450409,LATAM,Ixtapaluca,México,41,20,0.05,399.98,0.25,1,399.98,379.98,95,Central America,México,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
PAYMENT,2,2,124.73,377.98,Shipping on time,0,45,Fishing,Brooklyn,EE. UU.,Victoria,41,Mason,Consumer,NY,7869 Crystal View Villas,11230,7,Fan Shop,40.67569351,-73.87450409,LATAM,Ixtapaluca,México,41,22,0.06,399.98,0.33,1,399.98,377.98,124.73,Central America,México,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
PAYMENT,2,1,26.97,86.99,Late delivery,1,9,Cardio Equipment,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,3,Footwear,33.83944702,-118.1929245,LATAM,São Luís,Brasil,42,13,0.13,99.99,0.31,1,99.99,86.99,26.97,South America,Marañón,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,First Class
PAYMENT,2,1,10.29,39.59,Late delivery,1,29,Shop By Sport,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,5,Golf,33.83944702,-118.1929245,LATAM,São Luís,Brasil,42,0.4,0.01,39.99,0.26,1,39.99,39.59,10.29,South America,Marañón,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class
PAYMENT,2,1,85.04,283.48,Late delivery,1,43,Camping & Hiking,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,7,Fan Shop,33.83944702,-118.1929245,LATAM,São Luís,Brasil,42,16.5,0.06,299.98,0.3,1,299.98,283.48,85.04,South America,Marañón,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
CASH,4,4,31.45,85,Shipping on time,0,24,Women's Apparel,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,5,Golf,33.83944702,-118.1929245,LATAM,León,México,42,15,0.15,50,0.37,2,100,85,31.45,Central America,Guanajuato,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
PAYMENT,4,2,75.59,269.97,Late delivery,1,9,Cardio Equipment,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,3,Footwear,33.83944702,-118.1929245,Pacific Asia,Pasig,Filipinas,42,30,0.1,99.99,0.28,3,299.97,269.97,75.59,Southeast Asia,Capital Nacional,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
CASH,4,4,39.54,116.99,Shipping on time,0,32,Golf Apparel,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,6,Outdoors,33.83944702,-118.1929245,LATAM,León,México,42,13,0.1,129.99,0.34,1,129.99,116.99,39.54,Central America,Guanajuato,CLOSED,TaylorMade Women's RBZ SL Rescue,129.99,Standard Class
CASH,4,4,50.95,195.98,Shipping on time,0,30,Men's Golf Clubs,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,6,Outdoors,33.83944702,-118.1929245,LATAM,León,México,42,4,0.02,99.99,0.26,2,199.98,195.98,50.95,Central America,Guanajuato,CLOSED,Merrell Women's Grassbow Sport Hiking Shoe,99.99,Standard Class
DEBIT,3,4,72,149.99,Advance shipping,0,48,Water Sports,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,7,Fan Shop,33.83944702,-118.1929245,LATAM,Manaus,Brasil,42,50,0.25,199.99,0.48,1,199.99,149.99,72,South America,Amazonas,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,5,2,55.25,169.99,Late delivery,1,48,Water Sports,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,7,Fan Shop,33.83944702,-118.1929245,USCA,San Diego,Estados Unidos,42,30,0.15,199.99,0.33,1,199.99,169.99,55.25,West of USA ,California,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class
DEBIT,2,4,8.19,109.19,Advance shipping,0,18,Men's Footwear,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,4,Apparel,33.83944702,-118.1929245,Africa,Kinshasa,República Democrática del Congo,42,20.8,0.16,129.99,0.08,1,129.99,109.19,8.19,Central Africa,Kinshasa,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,3,4,55.41,113.09,Advance shipping,0,18,Men's Footwear,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,4,Apparel,33.83944702,-118.1929245,LATAM,Manaus,Brasil,42,16.9,0.13,129.99,0.49,1,129.99,113.09,55.41,South America,Amazonas,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,6,4,17.46,58.19,Late delivery,1,17,Cleats,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,4,Apparel,33.83944702,-118.1929245,Pacific Asia,Sydney,Australia,42,1.8,0.03,59.99,0.3,1,59.99,58.19,17.46,Oceania,Nueva Gales del Sur,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
CASH,4,4,34.4,92.96,Shipping on time,0,46,Indoor/Outdoor Games,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,7,Fan Shop,33.83944702,-118.1929245,LATAM,León,México,42,7,0.07,49.98,0.37,2,99.96,92.96,34.4,Central America,Guanajuato,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
CASH,4,4,66.04,181.93,Shipping on time,0,46,Indoor/Outdoor Games,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,7,Fan Shop,33.83944702,-118.1929245,LATAM,León,México,42,17.99,0.09,49.98,0.36,4,199.92,181.93,66.04,Central America,Guanajuato,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,6,4,55.24,169.98,Late delivery,1,9,Cardio Equipment,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,3,Footwear,33.83944702,-118.1929245,Pacific Asia,Sydney,Australia,42,30,0.15,99.99,0.33,2,199.98,169.98,55.24,Oceania,Nueva Gales del Sur,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
DEBIT,6,4,-177.43,272.97,Late delivery,1,9,Cardio Equipment,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,3,Footwear,33.83944702,-118.1929245,Pacific Asia,Sydney,Australia,42,27,0.09,99.99,-0.65,3,299.97,272.97,-177.43,Oceania,Nueva Gales del Sur,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
DEBIT,3,4,-23.75,190,Advance shipping,0,24,Women's Apparel,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,5,Golf,33.83944702,-118.1929245,LATAM,Manaus,Brasil,42,10,0.05,50,-0.13,4,200,190,-23.75,South America,Amazonas,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
DEBIT,3,4,77.44,351.98,Advance shipping,0,45,Fishing,Duluth,EE. UU.,Ethan,42,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,7,Fan Shop,33.83944702,-118.1929245,LATAM,Manaus,Brasil,42,48,0.12,399.98,0.22,1,399.98,351.98,77.44,South America,Amazonas,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,4,2,-74.42,111.58,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,43,Herring,Corporate,PR,4575 Thunder Dale,725,4,Apparel,18.27657318,-66.03531647,Europe,Montesson,Francia,43,8.4,0.07,59.99,-0.67,2,119.98,111.58,-74.42,Western Europe,Isla de Francia,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,2,4,-303.78,195.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Mary,43,Herring,Corporate,PR,4575 Thunder Dale,725,7,Fan Shop,18.27657318,-66.03531647,Pacific Asia,Hyderabad,India,43,4,0.02,199.99,-1.55,1,199.99,195.99,-303.78,South Asia,Telangana,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,2,4,-44.13,126.09,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Mary,43,Herring,Corporate,PR,4575 Thunder Dale,725,4,Apparel,18.27657318,-66.03531647,Pacific Asia,Hyderabad,India,43,3.9,0.03,129.99,-0.35,1,129.99,126.09,-44.13,South Asia,Telangana,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,2,4,47.89,141.69,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,43,Herring,Corporate,PR,4575 Thunder Dale,725,7,Fan Shop,18.27657318,-66.03531647,Pacific Asia,Hyderabad,India,43,8.25,0.06,49.98,0.34,3,149.94,141.69,47.89,South Asia,Telangana,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,2,4,39.3,151.15,Advance shipping,0,37,Electronics,Caguas,Puerto Rico,Mary,43,Herring,Corporate,PR,4575 Thunder Dale,725,6,Outdoors,18.27657318,-66.03531647,Pacific Asia,Hyderabad,India,43,8.8,0.06,31.99,0.26,5,159.95,151.15,39.3,South Asia,Telangana,PENDING,Bridgestone e6 Straight Distance NFL Tennesse,31.99,Standard Class
TRANSFER,2,4,125.73,371.98,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,Mary,43,Herring,Corporate,PR,4575 Thunder Dale,725,7,Fan Shop,18.27657318,-66.03531647,Pacific Asia,Hyderabad,India,43,28,0.07,399.98,0.34,1,399.98,371.98,125.73,South Asia,Telangana,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,2,1,20.25,55.79,Late delivery,1,17,Cleats,Napa,EE. UU.,Howard,44,Smith,Corporate,CA,1356 Easy Plaza,94558,4,Apparel,38.30553055,-122.2734375,LATAM,Ilopango,El Salvador,44,4.2,0.07,59.99,0.36,1,59.99,55.79,20.25,Central America,San Salvador,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,First Class
PAYMENT,3,2,17.22,59.39,Late delivery,1,17,Cleats,Napa,EE. UU.,Howard,44,Smith,Corporate,CA,1356 Easy Plaza,94558,4,Apparel,38.30553055,-122.2734375,Pacific Asia,Raipur,India,44,0.6,0.01,59.99,0.29,1,59.99,59.39,17.22,South Asia,Chhattisgarh,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Second Class
PAYMENT,3,2,12,159.98,Late delivery,1,9,Cardio Equipment,Napa,EE. UU.,Howard,44,Smith,Corporate,CA,1356 Easy Plaza,94558,3,Footwear,38.30553055,-122.2734375,Pacific Asia,Raipur,India,44,40,0.2,99.99,0.08,2,199.98,159.98,12,South Asia,Chhattisgarh,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
PAYMENT,3,2,27.28,167.37,Late delivery,1,17,Cleats,Napa,EE. UU.,Howard,44,Smith,Corporate,CA,1356 Easy Plaza,94558,4,Apparel,38.30553055,-122.2734375,Pacific Asia,Raipur,India,44,12.6,0.07,59.99,0.16,3,179.97,167.37,27.28,South Asia,Chhattisgarh,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Second Class
